Iteration,Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Train_EnvstepsSoFar,TimeSinceStart,train_loss,baseline_loss,Initial_DataCollection_AverageReturn
0,10.102911,6.65701,40.897026,4.383373,14.206896551724139,9.932523,5.6289635,53.87124,3.4876068,13.903448275862068,2016,3.9914004802703857,0.020673525,1.1486962,9.932523
1,9.912375,4.335058,19.45959,3.7488258,13.433333333333334,11.452476,8.122088,65.336266,3.2312791,15.280303030303031,4033,7.145549058914185,-0.019197447,1.1195471,9.932523
2,12.766464,9.693642,43.495304,4.510944,15.576923076923077,11.335903,7.3018517,68.880714,4.5791965,15.007462686567164,6044,10.310204029083252,-0.008321085,1.0934156,9.932523
3,11.621324,7.463714,45.381332,3.9050412,15.76923076923077,12.5615,9.853523,86.24707,4.3957605,15.703125,8054,13.45681381225586,0.021975998,1.0827769,9.932523
4,17.745985,18.896164,97.131775,4.2419415,19.142857142857142,12.237928,8.936586,67.56553,4.7434626,15.453846153846154,10063,16.626300811767578,0.020784408,1.0493937,9.932523
5,11.7428,5.8759727,27.582134,3.5413923,16.0,13.437999,14.825721,146.832,4.119224,16.865546218487395,12070,19.80613374710083,-0.008864806,1.0428231,9.932523
6,14.566424,13.000314,70.00735,5.275433,17.73913043478261,15.320989,13.258078,95.18674,4.0955987,18.962264150943398,14080,22.943342208862305,0.060444392,1.0278392,9.932523
7,13.626917,9.444373,48.173775,4.0490437,18.0,14.556734,8.52284,42.727116,4.448315,16.983050847457626,16084,26.28069806098938,-0.048093006,1.0003847,9.932523
8,21.522522,17.967358,81.07686,7.1135983,21.57894736842105,15.019715,12.011823,75.69869,4.6605954,17.982142857142858,18098,30.14202094078064,0.028869886,0.9838351,9.932523
9,24.823715,32.768982,145.6494,6.1559362,25.294117647058822,18.978497,26.424042,221.52835,5.2532153,20.56122448979592,20113,34.40142464637756,-0.001715374,0.995433,9.932523
10,33.15123,56.613075,227.81161,5.7547903,26.5,23.462912,28.5265,153.05228,5.03328,23.55294117647059,22115,39.272727251052856,0.055798948,0.97778976,9.932523
11,21.544191,21.954632,83.0445,5.7672935,22.61111111111111,20.356976,24.725348,205.75037,5.3331084,21.602150537634408,24124,44.17550587654114,-0.02301472,0.9816854,9.932523
12,23.801714,18.294027,72.298096,6.9930663,25.470588235294116,33.719925,39.040905,172.96413,5.5393653,29.057971014492754,26129,49.11752891540527,-0.018522922,0.9558358,9.932523
13,30.23468,28.059113,104.87843,5.5306206,26.933333333333334,29.94439,42.790718,243.2747,5.449847,27.364864864864863,28154,54.04044198989868,-0.021979177,0.9608611,9.932523
14,35.86645,26.421265,83.62299,6.9745765,35.0,29.801998,33.424904,163.4188,4.730905,26.56578947368421,30173,58.98585081100464,-0.06767148,0.9464528,9.932523
15,37.46521,58.928757,209.1398,5.971906,32.142857142857146,33.987736,42.696102,250.77988,4.735992,29.1,32210,64.03893113136292,0.0046744,0.93254846,9.932523
16,35.110935,41.94383,172.7072,10.966214,32.13333333333333,36.889687,40.366688,212.03609,5.756012,31.046153846153846,34228,69.09943270683289,0.008088814,0.9512742,9.932523
17,53.82549,46.66118,151.79784,9.023066,37.583333333333336,39.924706,43.85693,217.54875,3.510192,31.515625,36245,74.10100150108337,0.011390595,0.9399097,9.932523
18,61.42904,58.37408,168.36372,9.575189,41.3,41.9035,43.868587,176.27577,5.5045514,35.875,38254,79.01170372962952,-0.010262344,0.94151515,9.932523
19,37.134598,21.938131,84.60982,12.412988,35.5,39.415653,38.929214,215.76442,5.6606827,34.689655172413794,40266,83.94753217697144,-0.03663426,0.95658743,9.932523
20,68.3253,52.25309,170.41544,15.588126,49.2,46.270008,47.567986,205.4558,5.749538,34.96610169491525,42329,89.13468050956726,-0.08661579,0.9610609,9.932523
21,84.47887,63.894535,220.23749,27.577797,63.42857142857143,72.99975,57.00048,195.54626,9.532564,47.666666666666664,44331,94.0847749710083,0.011227633,1.028548,9.932523
22,75.82177,51.825706,159.79056,10.564253,50.0,57.655937,51.567432,173.41943,5.723037,40.89795918367347,46335,98.99884963035583,-0.04006953,0.98148173,9.932523
23,51.098602,38.746,134.3346,8.979637,36.666666666666664,52.714676,45.458565,197.76291,5.78847,41.142857142857146,48351,104.00353932380676,-0.015234229,0.96509033,9.932523
24,59.172127,61.079105,193.51758,9.948573,44.77777777777778,82.45095,52.34577,187.67813,14.63007,52.73684210526316,50355,108.91225743293762,-0.021307725,1.0375772,9.932523
25,67.39279,46.45558,154.82755,10.958758,46.81818181818182,79.24095,54.59269,182.96783,6.6170373,50.75,52385,114.10091233253479,-0.011467609,1.0558943,9.932523
26,48.652233,38.359364,109.97098,8.425119,37.333333333333336,85.10909,50.07917,218.34047,12.800974,55.833333333333336,54395,119.11890482902527,-0.029439535,1.0604209,9.932523
27,80.4426,45.646523,143.35931,15.018383,52.875,78.97033,57.167347,240.61142,10.2176895,54.56410256410256,56523,124.328852891922,-0.0394122,1.0419441,9.932523
28,70.603874,41.517956,139.25258,18.105574,45.77777777777778,83.99591,49.470425,202.25754,9.026243,54.513513513513516,58540,129.28669953346252,0.012023215,1.1097229,9.932523
29,109.15489,51.799488,178.63428,27.501146,63.42857142857143,97.684555,52.102978,219.63936,12.330396,60.05882352941177,60582,134.35518836975098,-0.029592246,1.1187172,9.932523
30,106.040565,78.77968,249.53986,9.46274,73.0,76.01593,47.682568,253.51117,10.209469,49.68292682926829,62619,139.4087085723877,-0.00055548135,1.0657916,9.932523
31,96.8255,42.86082,159.35919,17.388803,57.42857142857143,101.93081,43.48676,210.8791,11.69742,60.88235294117647,64689,144.45786714553833,-0.006065267,1.1157202,9.932523
32,100.26991,43.462193,165.36284,20.838037,59.0,85.45697,41.582073,170.01266,9.209667,55.583333333333336,66690,149.38489985466003,0.0008009759,1.045709,9.932523
33,74.13412,26.996752,116.5007,13.962124,49.0,87.0801,52.7245,196.96826,9.422653,57.8,68713,154.41326808929443,-0.036719326,1.0418018,9.932523
34,98.378716,25.94819,133.0097,53.71385,61.0,90.838455,46.302452,193.38408,8.839319,55.16216216216216,70754,159.45739841461182,-0.0322972,1.0814798,9.932523
35,106.403984,67.06594,205.03099,22.12973,67.14285714285714,90.31361,46.944134,204.86238,10.153063,54.45945945945946,72769,164.527596950531,-0.022180177,1.0744159,9.932523
36,96.18043,29.92606,143.57657,62.90133,59.75,90.6993,33.188522,196.74191,20.019917,56.083333333333336,74788,169.61861991882324,-0.02414072,1.0785943,9.932523
37,103.41227,17.028238,128.88081,81.059166,59.57142857142857,112.90804,48.304153,211.42946,10.154389,68.03333333333333,76829,174.63607215881348,-0.006107014,1.0563579,9.932523
38,99.744095,29.800575,155.53453,64.68113,57.714285714285715,101.86444,40.18816,189.19196,17.62927,63.0,78845,179.56848168373108,-0.0036233042,0.9882922,9.932523
39,92.33547,36.806892,145.35439,50.228783,61.0,100.89969,43.043022,208.92451,18.970495,62.18181818181818,80897,184.62398719787598,-0.04815282,1.0352132,9.932523
