Iteration,Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Train_EnvstepsSoFar,TimeSinceStart,train_loss,Initial_DataCollection_AverageReturn
51,-21.115604,15.460766,-0.24283123,-37.191006,150.0,-26.17401,26.39928,51.134407,-139.18735,150.0,2605200,3440.7283742427826,-0.0134017,-91.0735
52,-45.110516,6.744556,-35.598442,-50.478046,150.0,-38.160336,17.97184,21.42094,-87.54805,150.0,2655300,3502.520572423935,-0.010741131,-91.0735
53,-31.669336,22.260965,-2.1819868,-55.962776,150.0,-47.145496,15.527399,2.6111012,-92.80925,150.0,2705400,3564.388469696045,-0.0145415105,-91.0735
54,-42.569668,6.0007777,-34.898876,-49.54882,150.0,-47.72518,13.123604,3.6325681,-81.94391,150.0,2755500,3626.7624764442444,-0.015015155,-91.0735
55,-33.76895,9.04252,-23.439926,-45.462948,150.0,-37.837505,12.702494,1.6846867,-86.21638,150.0,2805600,3689.0445861816406,-0.023229903,-91.0735
56,-3.1394968,3.9446583,2.322135,-6.8543997,150.0,-28.831236,14.142632,19.651476,-66.17473,150.0,2855700,3751.220502614975,-0.011057119,-91.0735
57,-20.851786,8.009291,-13.093523,-31.877954,150.0,-18.6286,15.893434,38.476707,-81.935776,150.0,2905800,3813.514313697815,0.0006061936,-91.0735
58,9.0836935,28.069935,48.553143,-14.3258,150.0,-8.567996,17.81771,45.364567,-58.153793,150.0,2955900,3876.122636079788,0.0016837553,-91.0735
59,31.96498,5.710738,37.937813,24.27083,150.0,2.9828813,23.990032,97.33641,-81.09977,150.0,3006000,3937.887102365494,-0.0062956144,-91.0735
60,-34.371307,20.891592,-4.9195633,-51.1304,150.0,5.174284,34.16546,86.67786,-124.45998,150.0,3056100,3999.6846668720245,-0.0038078665,-91.0735
61,-34.539005,15.801588,-17.0545,-55.33341,150.0,-2.30195,50.253487,112.145164,-198.31541,150.0,3106200,4061.8771040439606,0.004312715,-91.0735
62,-10.065425,59.164406,68.07425,-75.0444,150.0,-9.874476,63.34489,132.45984,-206.13705,150.0,3156300,4123.668325662613,-0.0007166913,-91.0735
63,0.2027092,28.43356,30.650154,-37.767788,150.0,-6.2868147,68.19251,128.19206,-214.41821,150.0,3206400,4185.620902061462,-0.0066500898,-91.0735
64,67.191,27.75153,104.55432,38.107044,150.0,4.986637,57.999252,121.23068,-185.14581,150.0,3256500,4247.669065952301,2.6892018e-05,-91.0735
65,-47.221832,77.6754,12.294863,-156.9397,150.0,18.926504,50.259815,119.74372,-171.95091,150.0,3306600,4309.471935272217,-0.0058513028,-91.0735
66,40.309566,27.392914,60.75324,1.5903659,150.0,23.570425,37.383556,126.85032,-103.23384,150.0,3356700,4371.482422113419,-0.007683917,-91.0735
67,16.126928,6.5185614,23.79416,7.8607483,150.0,24.16453,35.42302,113.58139,-140.73299,150.0,3406800,4433.429088592529,0.00019992974,-91.0735
68,7.9749093,41.24452,53.971786,-46.08606,150.0,14.420696,33.181404,103.57024,-113.11296,150.0,3456900,4495.129120588303,-0.026518574,-91.0735
69,47.239918,19.722874,72.85141,24.867237,150.0,11.353681,28.726412,102.21054,-87.55485,150.0,3507000,4557.266424179077,-0.00089603144,-91.0735
