Iteration,Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Train_EnvstepsSoFar,TimeSinceStart,train_loss,baseline_loss,Initial_DataCollection_AverageReturn
0,10.043077,6.2647176,37.403847,4.913546,13.419354838709678,9.932523,5.6289635,53.87124,3.4876068,13.903448275862068,2016,4.942024230957031,0.021234881,1.1486962,9.932523
1,10.015693,4.1435027,21.90663,4.724708,13.96551724137931,10.849566,6.3703365,61.219696,3.6120205,14.727941176470589,4019,9.513243198394775,-0.012883111,1.1155305,9.932523
2,11.310091,8.026948,45.709923,4.8010364,14.88888888888889,11.431855,7.5662804,67.46727,3.9493997,15.112781954887218,6029,14.421110153198242,0.044234894,1.1049567,9.932523
3,11.837915,7.540522,45.586987,3.9522445,15.884615384615385,12.00036,7.2184634,45.634907,4.149368,15.419847328244275,8049,19.38146162033081,-0.023142843,1.0681697,9.932523
4,16.169949,17.599407,94.4056,4.2961674,17.434782608695652,12.07488,7.3663716,53.120884,4.731064,15.453846153846154,10058,24.302146673202515,-0.017931636,1.0386529,9.932523
5,12.599178,7.114729,31.68107,3.6002705,16.64,13.927837,11.964012,76.807175,4.0371532,17.605263157894736,12065,29.24032425880432,0.04519471,1.0433017,9.932523
6,13.4266205,8.183049,42.541107,5.968425,17.0,14.392156,11.680067,94.780975,5.280706,18.440366972477065,14075,34.172871351242065,0.062083475,1.025481,9.932523
7,13.719498,9.891748,42.783943,4.001832,18.636363636363637,15.379911,12.113522,82.278015,4.927313,17.614035087719298,16083,39.10044527053833,-0.040690716,1.0027715,9.932523
8,19.82253,14.732694,62.564133,7.0150704,21.1,15.042327,12.183415,67.813,4.0338235,18.376146788990827,18086,44.046814918518066,0.025099847,0.9911895,9.932523
9,22.651642,30.36644,138.18074,6.9079633,23.333333333333332,15.826475,10.216171,70.30445,5.455775,18.850467289719628,20103,49.012219190597534,-0.016654873,0.9905026,9.932523
10,22.16422,18.579008,78.0972,6.499941,22.61111111111111,29.300552,39.21412,180.73627,5.105345,26.36842105263158,22107,53.919944286346436,0.05158996,0.9849599,9.932523
11,23.36997,22.598684,90.64791,7.1474075,23.31578947368421,22.141596,29.200756,219.99811,5.312705,22.584269662921347,24117,58.946165561676025,-0.027236817,0.9791789,9.932523
12,24.647346,18.818472,75.48498,6.8984623,27.2,30.948137,32.633698,176.3129,5.2996516,28.8,26133,63.910903215408325,-0.019890442,0.9631452,9.932523
13,28.303328,27.045744,106.64454,5.6416836,27.333333333333332,26.168543,34.733215,235.21588,4.764736,26.31578947368421,28133,68.82314610481262,-0.027565645,0.95865214,9.932523
14,46.875153,40.675858,134.93568,11.250474,41.8,30.347456,36.37848,225.27963,5.1918592,28.068493150684933,30182,73.88650703430176,-0.024392225,0.94629675,9.932523
15,29.717186,49.304546,209.85107,6.9571395,27.6875,33.10611,38.099754,252.62743,4.0212164,29.391304347826086,32210,78.93548965454102,-0.02009219,0.93529063,9.932523
16,43.442474,48.898792,167.4866,7.3561945,40.27272727272727,37.07154,38.026978,180.7921,7.114272,31.828125,34247,84.0094518661499,-0.0112175485,0.9575965,9.932523
17,87.59906,59.60929,177.08604,10.189993,54.75,46.420338,51.337994,209.27315,8.187279,36.78181818181818,36270,89.04627275466919,0.008832493,0.9470798,9.932523
18,77.33081,74.248276,204.67152,10.92242,46.77777777777778,43.327946,43.36385,162.859,6.489579,37.9811320754717,38283,94.03658318519592,-0.046478663,0.9389513,9.932523
19,54.759243,69.17207,256.7737,4.6714673,41.36363636363637,43.869717,47.628952,213.64203,6.909303,38.35849056603774,40316,99.1395697593689,-0.061485577,0.93510133,9.932523
20,60.344093,47.4384,152.16782,11.859001,42.5,55.293053,52.68549,213.00528,5.164517,40.9,42361,104.19284391403198,-0.030878616,0.9645073,9.932523
21,48.764816,36.70671,118.71793,6.432942,45.6,75.81214,50.20854,200.0074,7.6753106,52.46153846153846,44407,109.31629824638367,-0.014613241,1.0147617,9.932523
22,50.49668,35.812126,124.17491,9.843759,40.4,72.319046,63.090137,257.36707,10.9227,52.6578947368421,46408,114.2390468120575,-0.085876815,0.9932921,9.932523
23,64.0549,52.087337,186.0031,7.637826,43.81818181818182,68.803696,63.854973,284.71576,4.3002462,51.24390243902439,48509,119.5310001373291,-0.04147024,0.9886669,9.932523
24,48.128117,39.671173,132.53616,8.19947,41.3,78.35195,54.029804,191.17743,7.575007,52.71052631578947,50512,124.47809410095215,-0.023669893,1.0440105,9.932523
25,75.97843,23.798986,99.28075,29.06498,55.0,95.95982,61.7465,249.56274,13.180898,62.06060606060606,52560,129.56295561790466,0.0052115917,1.0695062,9.932523
26,49.556007,32.231396,99.71302,7.133093,40.4,89.46292,51.112396,214.94069,10.293435,58.22857142857143,54598,134.56199097633362,0.00041019748,1.0841289,9.932523
27,80.30561,47.2352,151.9011,14.210236,50.5,88.48336,56.87515,301.63712,8.4633255,60.61764705882353,56659,139.61014366149902,-0.0048058596,1.0453945,9.932523
28,107.70119,29.418652,151.76273,68.216225,65.71428571428571,94.70901,50.481743,197.81992,8.276465,58.857142857142854,58719,144.75738191604614,-0.029399035,1.124605,9.932523
