Iteration,Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Train_EnvstepsSoFar,TimeSinceStart,train_loss,baseline_loss,Initial_DataCollection_AverageReturn
0,9.73149,6.462084,37.550705,3.881513,13.666666666666666,9.932523,5.6289635,53.87124,3.4876068,13.903448275862068,2016,5.937039852142334,0.024636952,1.1486962,9.932523
1,9.203706,3.4516459,20.118776,3.553666,13.433333333333334,10.737198,6.585335,51.71448,4.3579407,14.779411764705882,4026,10.842385053634644,0.0506526,1.1232748,9.932523
2,12.076688,7.3767657,30.137842,4.9663873,16.2,11.051947,7.0902643,59.418434,3.930388,14.860294117647058,6047,15.730900049209595,0.05561756,1.0924768,9.932523
3,10.193006,5.3025494,34.34247,4.0501404,15.11111111111111,10.92693,6.481606,55.53982,4.362059,14.786764705882353,8058,20.65930199623108,-0.024536928,1.0692312,9.932523
4,15.547282,21.053364,111.9692,5.096924,17.52173913043478,10.57959,6.120561,44.49558,4.0927663,14.446043165467627,10066,25.54519772529602,-0.026578523,1.0412145,9.932523
5,10.7321615,5.552157,29.439812,3.976556,15.37037037037037,11.110847,6.4352303,52.92604,3.926729,15.803149606299213,12073,30.463592290878296,-0.0062694093,1.0226914,9.932523
6,10.8961315,6.3660736,38.28939,5.31322,16.4,12.2552185,7.304658,51.40002,4.747189,17.892857142857142,14077,35.356534242630005,-0.007878157,1.0338972,9.932523
7,12.826922,16.642555,91.14801,2.4445763,17.0,11.384877,6.995988,51.294235,4.90565,15.976190476190476,16090,40.27481389045715,-0.056156043,0.99304974,9.932523
8,12.130441,5.797408,32.49745,4.762285,16.958333333333332,11.583795,7.4056535,58.837624,3.740965,16.65289256198347,18105,45.46786665916443,-0.04547782,0.986575,9.932523
9,15.065685,15.088315,75.90987,6.235196,19.19047619047619,11.849322,6.0799623,38.414528,4.329289,17.353448275862068,20118,50.554574489593506,-0.03180805,0.99216944,9.932523
10,11.931837,6.7490897,30.292156,3.5167668,16.92,15.934387,19.180523,162.36168,5.0671277,20.408163265306122,22118,55.47830510139465,0.012036698,1.0040224,9.932523
11,11.570625,6.7478366,34.789886,5.270447,20.0,12.978758,10.813235,76.94369,4.1836367,18.72222222222222,24140,60.43831396102905,-0.068553865,0.97773975,9.932523
12,14.331883,7.1096325,34.666058,6.664651,23.157894736842106,15.020791,8.7787285,48.337933,5.1830697,22.076923076923077,26149,65.39694046974182,-0.08149763,0.957132,9.932523
13,16.293299,11.020395,46.92605,7.5818386,21.789473684210527,13.094428,9.368811,62.37948,4.4674535,21.189473684210526,28162,70.31582283973694,-0.04283239,0.9574012,9.932523
14,16.609934,11.136245,40.566196,5.94045,29.142857142857142,14.711814,13.753355,108.5865,1.4881327,22.775280898876403,30189,75.24675679206848,-0.06435953,0.9631301,9.932523
15,10.80901,4.622645,22.551655,4.090905,20.5,14.021812,9.282985,61.882378,4.7035666,22.97752808988764,32234,80.23057699203491,-0.034301985,0.94087136,9.932523
16,14.409699,9.642179,51.399567,7.935603,24.823529411764707,19.936121,27.52045,190.68314,4.665467,26.69333333333333,34236,85.14310383796692,-0.0664241,0.9312904,9.932523
17,17.161537,9.613118,39.80316,6.733754,27.066666666666666,15.7673645,11.114872,63.88391,5.0089407,26.355263157894736,36239,90.03035712242126,-0.041250773,0.9250641,9.932523
18,19.460346,15.712538,53.152817,7.265273,27.6875,14.931093,9.251711,54.606266,4.5867405,27.22972972972973,38254,95.04692530632019,0.010000698,0.9201454,9.932523
19,15.664351,12.333732,50.72555,5.598033,26.41176470588235,15.540308,10.086852,59.07947,2.386063,27.31081081081081,40275,100.08137321472168,-0.03190408,0.8880225,9.932523
20,26.570116,19.87114,65.9419,6.142702,35.25,16.930624,13.074003,96.21926,5.0235124,27.135135135135137,42283,105.03615164756775,-0.09598417,0.89764,9.932523
21,13.846897,5.515974,22.885649,5.9191937,28.2,22.666325,21.155785,102.80502,6.055674,37.388888888888886,44302,110.00395965576172,-0.02140486,0.90542406,9.932523
22,19.257524,9.827667,35.630386,8.252022,36.5,18.961985,19.051596,117.41046,3.550301,30.78787878787879,46334,115.0372064113617,-0.11490186,0.8769141,9.932523
23,22.665901,26.311026,99.89426,7.545383,33.916666666666664,21.668003,30.991133,152.07613,1.7789361,33.68333333333333,48355,119.98064589500427,-0.080202885,0.85542655,9.932523
24,15.895586,9.185686,33.68715,7.4685173,33.07692307692308,24.149675,24.122,148.75018,6.483455,37.18518518518518,50363,124.94504952430725,-0.022747997,0.8850122,9.932523
25,31.306004,39.591053,137.73068,9.023493,44.44444444444444,25.016392,29.206732,150.04257,5.5232186,38.78846153846154,52380,129.86454248428345,-0.07444967,0.84302604,9.932523
26,19.588905,25.63063,102.696655,5.50243,35.833333333333336,28.934113,20.659464,88.21249,7.0383816,48.51162790697674,54466,134.98576617240906,-0.02532618,0.8527838,9.932523
27,25.10152,22.603937,69.94377,6.4739146,41.2,23.697826,21.466492,129.44464,5.1969085,40.86274509803921,56550,140.06579756736755,-0.063506365,0.8258982,9.932523
28,30.637142,22.8928,92.36721,9.233509,41.8,27.664427,27.851418,174.16393,3.2453895,44.68888888888889,58561,145.01868677139282,-0.080503136,0.8398841,9.932523
29,30.747486,33.328415,128.78226,12.164858,40.7,33.640266,33.627163,168.51282,3.9805017,46.13636363636363,60591,149.98133635520935,-0.08596153,0.8271522,9.932523
30,31.259321,22.495676,86.43598,6.2876077,45.666666666666664,43.95974,58.619556,271.12366,6.774173,49.829268292682926,62634,155.1355061531067,-0.078541696,0.8247931,9.932523
31,75.14412,54.962822,148.54944,6.2887044,66.66666666666667,40.490543,50.04419,251.84398,6.6148353,49.26829268292683,64654,160.05218148231506,-0.059369605,0.84810203,9.932523
