Iteration,Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Train_EnvstepsSoFar,TimeSinceStart,train_loss,Initial_DataCollection_AverageReturn
38,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,197292,333.7690644264221,51.34472,23.720379
39,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,202292,342.72040009498596,51.381016,23.720379
40,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,207292,351.62606835365295,51.488075,23.720379
41,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,212292,360.5448839664459,51.000156,23.720379
42,200.0,0.0,200.0,200.0,200.0,193.57692,32.115383,200.0,33.0,193.57692307692307,217325,369.46557545661926,51.713,23.720379
43,191.0,12.727922,200.0,173.0,191.0,198.88461,3.566154,200.0,183.0,198.8846153846154,222496,378.8893542289734,50.669636,23.720379
44,194.33333,4.189935,200.0,190.0,194.33333333333334,195.96153,7.340513,200.0,169.0,195.96153846153845,227591,388.17778873443604,49.708614,23.720379
45,200.0,0.0,200.0,200.0,200.0,197.73077,4.4769297,200.0,186.0,197.73076923076923,232732,397.1948392391205,50.30346,23.720379
46,200.0,0.0,200.0,200.0,200.0,195.42308,20.008024,200.0,96.0,195.42307692307693,237813,406.2292902469635,49.2701,23.720379
47,200.0,0.0,200.0,200.0,200.0,193.15384,23.717396,200.0,110.0,193.15384615384616,242835,415.1900246143341,48.989986,23.720379
48,200.0,0.0,200.0,200.0,200.0,199.57692,2.1153848,200.0,189.0,199.57692307692307,248024,424.28425884246826,48.88635,23.720379
49,200.0,0.0,200.0,200.0,200.0,196.3077,17.870838,200.0,107.0,196.30769230769232,253128,433.3928108215332,48.58762,23.720379
50,115.25,49.149643,173.0,40.0,115.25,189.62962,28.798338,200.0,92.0,189.62962962962962,258248,442.6109366416931,47.94633,23.720379
51,200.0,0.0,200.0,200.0,200.0,178.89655,41.4582,200.0,26.0,178.89655172413794,263436,451.83026099205017,46.22341,23.720379
52,179.66667,21.45279,200.0,150.0,179.66666666666666,171.03334,32.93578,200.0,37.0,171.03333333333333,268567,461.253928899765,42.76563,23.720379
53,169.0,28.08321,200.0,132.0,169.0,149.58824,36.49667,200.0,40.0,149.58823529411765,273653,470.55889773368835,38.331184,23.720379
