Iteration,Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Train_EnvstepsSoFar,TimeSinceStart,train_loss,Initial_DataCollection_AverageReturn
86,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,91631,53.165080070495605,91.062614,25.666666
87,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,92631,53.72872614860535,90.97526,25.666666
88,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,93631,54.28775954246521,94.63119,25.666666
89,177.0,32.526913,200.0,131.0,177.0,200.0,0.0,200.0,200.0,200.0,94631,54.901803970336914,87.1701,25.666666
90,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,95631,55.46548080444336,90.4699,25.666666
91,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,96631,56.03159737586975,91.87059,25.666666
92,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,97631,56.597607374191284,90.35327,25.666666
93,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,98631,57.15334177017212,92.06748,25.666666
94,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,99631,57.70934844017029,87.15692,25.666666
95,200.0,0.0,200.0,200.0,200.0,196.33333,8.198916,200.0,178.0,196.33333333333334,100809,58.55753517150879,88.42908,25.666666
96,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,101809,59.31390857696533,92.22422,25.666666
97,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,102809,59.921841621398926,89.33466,25.666666
98,199.33333,0.942809,200.0,198.0,199.33333333333334,200.0,0.0,200.0,200.0,200.0,103809,60.54649090766907,89.73209,25.666666
99,191.33333,6.5996633,200.0,184.0,191.33333333333334,200.0,0.0,200.0,200.0,200.0,104809,61.165353298187256,92.49323,25.666666
