Iteration,Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Train_EnvstepsSoFar,TimeSinceStart,train_loss,baseline_loss,Initial_DataCollection_AverageReturn
0,-111.56574,1.4659992,-109.9481,-113.497574,150.0,-111.767586,39.53774,-30.532354,-198.51025,150.0,10050,5.881027936935425,-0.1089895,1.0747879,-111.767586
1,-66.05085,26.722324,-43.625885,-103.60654,150.0,-104.70832,39.83222,-23.299183,-210.28604,150.0,20100,11.763903141021729,-0.09105825,1.112737,-111.767586
2,-84.11062,58.295063,-35.116924,-166.02858,150.0,-84.038765,32.81771,-21.88161,-192.03172,150.0,30150,17.647769451141357,-0.08830613,1.0444292,-111.767586
3,-75.13265,31.026445,-51.603012,-118.97125,150.0,-85.40003,32.361267,-29.16455,-193.70273,150.0,40200,23.523149490356445,-0.06561662,1.0180379,-111.767586
4,-61.596813,14.975709,-40.994545,-76.14855,150.0,-84.33881,36.175983,-13.302181,-182.20978,150.0,50250,29.397292375564575,-0.0630641,0.9764672,-111.767586
5,-62.513638,59.410553,17.492939,-124.73475,150.0,-84.13484,37.817448,55.49131,-195.4899,150.0,60300,35.26029133796692,-0.072669126,0.9699433,-111.767586
6,-99.45106,49.964756,-47.26588,-166.80193,150.0,-74.89493,27.14777,-26.401154,-148.18304,150.0,70350,41.11377930641174,-0.10760213,0.98121154,-111.767586
7,-59.432346,23.88776,-26.771664,-83.23915,150.0,-75.60399,32.533764,30.813034,-142.35287,150.0,80400,46.96441650390625,-0.047440436,0.96728194,-111.767586
8,-40.866188,37.100895,10.948872,-73.92314,150.0,-69.384125,35.915024,23.346115,-141.54646,150.0,90450,52.80836486816406,-0.08718038,0.9545362,-111.767586
9,-85.89439,6.5075407,-78.212326,-94.12422,150.0,-65.984825,36.622814,6.1517134,-169.39401,150.0,100500,58.660014152526855,-0.032782596,0.9310885,-111.767586
10,-74.113655,4.3621273,-69.414,-79.924286,150.0,-69.81942,31.429117,-1.7317095,-143.96172,150.0,110550,64.50290703773499,-0.0513108,0.93159693,-111.767586
11,-53.74731,6.387253,-46.95853,-62.302113,150.0,-70.74905,28.96178,4.54234,-131.08711,150.0,120600,70.35056161880493,-0.057489093,0.91612464,-111.767586
12,-36.19395,15.549926,-21.164267,-57.611374,150.0,-65.2463,31.309093,8.699533,-151.8133,150.0,130650,76.21458840370178,-0.04819472,0.9280843,-111.767586
13,-70.71723,22.355806,-50.539803,-101.88501,150.0,-66.5652,32.90621,-6.4416866,-165.70383,150.0,140700,82.05736351013184,-0.048015695,0.89225,-111.767586
14,-39.436806,17.145164,-15.982063,-56.487835,150.0,-49.555813,31.4807,20.116238,-124.78879,150.0,150750,87.9122245311737,-0.05001343,0.8779571,-111.767586
15,-39.103817,28.956772,-17.371416,-80.02861,150.0,-46.65938,27.72909,9.241783,-120.48607,150.0,160800,93.76093530654907,-0.05469326,0.8929017,-111.767586
16,-56.913013,27.189228,-37.14525,-95.359245,150.0,-37.535065,28.792482,11.984417,-112.05517,150.0,170850,99.6153576374054,-0.09213699,0.8709099,-111.767586
17,-35.978897,13.243517,-23.110619,-54.19827,150.0,-36.673607,24.844925,11.635778,-134.73218,150.0,180900,105.48548078536987,-0.0580482,0.86425334,-111.767586
18,-49.856953,25.011795,-17.58126,-78.528534,150.0,-38.066116,27.107433,30.865337,-95.8468,150.0,190950,111.42002248764038,-0.07621789,0.8566804,-111.767586
19,-19.44444,18.355932,4.73026,-39.72314,150.0,-28.74058,22.310276,27.025095,-87.13837,150.0,201000,117.27561521530151,-0.06746259,0.8502466,-111.767586
20,-40.86842,15.364179,-24.933746,-61.628395,150.0,-25.654507,24.216736,24.792229,-101.55368,150.0,211050,123.14611315727234,-0.07946397,0.8392054,-111.767586
21,-18.237082,12.769111,-3.2872908,-34.48427,150.0,-30.710842,22.272034,21.924662,-87.30534,150.0,221100,129.0131175518036,-0.05842156,0.8059333,-111.767586
22,-35.92879,2.685387,-32.956566,-39.462185,150.0,-32.043125,22.040493,31.961855,-89.43625,150.0,231150,134.8942551612854,-0.03489616,0.8134036,-111.767586
23,-20.89744,12.774613,-2.8351097,-30.245304,150.0,-24.330587,20.75375,22.671066,-85.21739,150.0,241200,140.77813863754272,-0.061710157,0.8258407,-111.767586
24,-24.543573,9.833787,-11.140046,-34.4569,150.0,-21.98158,20.35394,40.195843,-72.34758,150.0,251250,146.65900802612305,-0.0633047,0.77572906,-111.767586
25,-24.989218,20.024122,-4.4499435,-52.142334,150.0,-17.37877,20.012535,27.367382,-75.8475,150.0,261300,152.54895114898682,-0.047893066,0.747915,-111.767586
26,12.961411,12.128654,24.750376,-3.7229548,150.0,-15.00699,20.69345,25.56559,-72.000084,150.0,271350,158.4391553401947,-0.059697207,0.7560616,-111.767586
27,4.5687585,11.737088,20.749414,-6.727604,150.0,-11.391534,25.614422,39.5599,-126.50872,150.0,281400,164.32326936721802,-0.040601898,0.8150439,-111.767586
28,-17.105347,15.590219,-2.5514812,-38.72526,150.0,-15.669211,32.45852,53.606205,-146.68558,150.0,291450,170.20258593559265,-0.070541024,0.76474184,-111.767586
29,12.505519,20.38641,40.35562,-7.8761086,150.0,-15.571865,29.697796,55.2109,-100.974655,150.0,301500,176.06552410125732,-0.078298844,0.7009474,-111.767586
30,-4.247085,11.028873,11.271505,-13.360661,150.0,-4.761111,24.539642,46.852192,-55.93667,150.0,311550,181.928729057312,-0.054695103,0.67039555,-111.767586
31,-34.360935,21.3861,-8.302641,-60.685642,150.0,-4.7151847,28.587795,55.59418,-63.791374,150.0,321600,187.78703904151917,-0.028693216,0.6383265,-111.767586
32,15.36884,13.967448,33.006203,-1.1522417,150.0,-2.5733502,30.756964,43.344124,-100.97679,150.0,331650,193.64167523384094,-0.03366439,0.6814193,-111.767586
33,11.791259,27.646957,45.70758,-22.013083,150.0,-0.26384073,38.57327,102.13763,-117.652466,150.0,341700,199.49610948562622,-0.040288668,0.7967174,-111.767586
34,-36.127026,45.69247,27.991709,-75.13577,150.0,8.479438,35.667717,80.73321,-122.916855,150.0,351750,205.35395669937134,-0.06074593,0.7621575,-111.767586
35,3.7051039,16.100979,24.780457,-14.298125,150.0,6.073126,35.492348,54.918503,-119.10973,150.0,361800,211.2116837501526,-0.04262853,0.7339912,-111.767586
36,10.949474,9.018689,18.529259,-1.7238455,150.0,3.5932643,35.420376,51.53072,-132.11995,150.0,371850,217.06640696525574,-0.04568241,0.7506193,-111.767586
37,2.389459,27.047625,29.41291,-34.567112,150.0,8.84843,29.34387,82.0948,-64.866035,150.0,381900,222.92620468139648,-0.04995395,0.6899599,-111.767586
38,33.19704,6.32433,39.513596,24.555008,150.0,8.783892,24.863846,54.863663,-49.926643,150.0,391950,228.78312253952026,-0.038052145,0.6762188,-111.767586
