Iteration,Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Train_EnvstepsSoFar,TimeSinceStart,train_loss,baseline_loss,Initial_DataCollection_AverageReturn
0,10.075089,6.1915507,37.385715,4.9144144,13.419354838709678,9.932523,5.6289635,53.87124,3.4876068,13.903448275862068,2016,6.430269002914429,0.021454575,1.1486962,9.932523
1,10.018374,4.151642,21.925323,4.7198925,13.96551724137931,10.80803,6.3853083,61.016502,3.6095965,14.727941176470589,4019,11.329795598983765,-0.014690855,1.1166439,9.932523
2,11.306649,7.9704027,45.720783,4.792003,14.88888888888889,11.4102545,7.5419188,67.62543,4.042731,15.112781954887218,6029,16.241074085235596,0.037657365,1.106407,9.932523
3,11.607631,7.390954,44.94205,3.949129,15.807692307692308,12.064085,7.269282,45.660397,4.140659,15.435114503816793,8051,21.191690921783447,-0.027060455,1.0659385,9.932523
4,17.264982,18.246315,93.23418,4.0706134,19.142857142857142,12.623621,10.004789,68.16676,4.642095,15.811023622047244,10059,26.104674577713013,0.009307729,1.0461679,9.932523
5,12.005747,6.05399,28.224821,4.1222744,16.0,13.70882,12.009457,79.70603,4.100322,17.153846153846153,12066,31.051144123077393,0.040139865,1.0499289,9.932523
6,14.537167,9.801946,49.51688,5.6339607,17.608695652173914,14.185406,11.472346,94.8733,3.9496248,18.027027027027028,14067,35.94770097732544,0.052849155,1.0304848,9.932523
7,13.830993,9.101433,48.229527,5.8207927,17.608695652173914,15.292687,10.510639,72.33858,4.4839916,17.72566371681416,16070,40.84798455238342,-0.047818135,1.0009421,9.932523
8,19.277294,15.234642,66.18775,6.1803813,20.1,15.617001,14.025964,105.544266,3.9908056,18.60185185185185,18079,45.74811005592346,0.026914285,0.9982779,9.932523
9,19.129921,22.440067,101.48228,5.451852,19.523809523809526,16.62271,11.827049,74.50578,5.4067206,19.317307692307693,20088,50.66390585899353,0.01502118,0.9912436,9.932523
10,26.80973,42.880756,156.75589,5.9195457,24.055555555555557,28.800581,35.708378,157.21794,5.9507155,26.116883116883116,22099,55.638922691345215,0.059371255,0.9683622,9.932523
11,21.482113,22.670187,81.35166,5.896463,22.88888888888889,22.619967,32.295,209.87581,5.306684,22.761363636363637,24102,60.547027349472046,-0.010649005,0.9801618,9.932523
12,24.94565,20.221073,77.552284,8.805959,25.6875,36.036484,45.24165,230.95769,5.310407,30.37878787878788,26107,65.54101514816284,-0.004456449,0.96405494,9.932523
13,30.141233,24.842072,99.3414,7.039703,29.214285714285715,25.724964,35.729813,232.54694,5.7683625,25.3125,28132,70.50764393806458,-0.04009,0.95726746,9.932523
14,36.990883,33.7618,101.14598,7.2972403,33.833333333333336,28.254248,30.343937,162.48163,5.307413,26.973333333333333,30155,75.46366763114929,-0.053328674,0.950335,9.932523
15,33.915573,39.54921,146.49762,6.6245813,31.153846153846153,38.662014,49.351894,247.62944,6.1603336,31.415384615384614,32197,80.45683264732361,-0.0038512927,0.9426466,9.932523
16,63.69429,63.26355,188.21495,13.058493,45.55555555555556,39.06155,41.398685,215.39087,7.0813613,32.42857142857143,34240,85.4669361114502,-0.010148566,0.9581606,9.932523
17,67.514854,54.83396,155.1249,12.355206,48.55555555555556,51.05524,60.01032,227.62387,4.389685,38.301886792452834,36270,90.50275540351868,0.029463833,0.95378286,9.932523
18,48.941975,49.45489,179.24977,9.401217,35.083333333333336,49.27863,51.145367,231.28401,6.459751,40.06,38273,95.45102596282959,-0.012001316,0.9438414,9.932523
19,33.162853,22.33885,87.32962,7.7784705,34.23076923076923,43.049095,48.19334,219.48634,6.4473066,34.758620689655174,40289,100.48034501075745,-0.01935611,0.9558243,9.932523
20,80.45746,77.356735,223.40163,8.648791,53.5,45.84199,45.055668,196.17741,6.265335,35.771929824561404,42328,105.51231503486633,-0.055411924,0.942603,9.932523
21,69.67163,46.658688,141.34071,10.972694,56.25,74.085266,54.490677,248.54161,7.707108,53.1578947368421,44348,110.54961156845093,-0.026233576,1.005069,9.932523
22,74.429504,54.895107,170.37851,17.885563,50.5,65.053154,52.640755,197.74417,6.452558,45.022222222222226,46374,115.51260471343994,-0.060611594,1.0081902,9.932523
23,119.2951,83.763176,290.11493,22.704231,71.0,51.10443,45.773026,191.02414,4.7237134,40.857142857142854,48376,120.468514919281,-0.026437413,0.96038836,9.932523
24,44.627552,30.171993,105.8083,8.946831,36.75,74.825676,51.31883,186.7228,8.117774,49.24390243902439,50395,125.49845719337463,-0.041368224,1.0467764,9.932523
25,63.55777,47.08446,131.00308,8.059324,42.1,86.29116,55.538063,190.60046,8.618676,56.361111111111114,52424,130.49856233596802,-0.010364095,1.0247713,9.932523
26,68.11815,31.157085,113.485275,16.73549,52.0,99.112,52.70192,210.8447,15.29315,63.09375,54443,135.46339392662048,-0.047141384,1.138955,9.932523
27,64.46876,41.77828,135.32652,7.59996,49.888888888888886,67.835846,48.206593,173.97223,8.416713,48.8780487804878,56447,140.46781301498413,-0.0040544826,1.0123225,9.932523
28,80.59317,22.966644,122.05006,41.35762,48.0,89.66398,47.354855,176.66089,9.215357,57.42857142857143,58457,145.44877195358276,-0.025565745,1.0976659,9.932523
29,96.55256,27.832767,148.91899,60.394997,57.42857142857143,94.47658,52.04901,225.48328,6.927012,57.22222222222222,60517,150.4727656841278,0.0029854397,1.0686731,9.932523
