Iteration,Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Train_EnvstepsSoFar,TimeSinceStart,train_loss,Initial_DataCollection_AverageReturn
86,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,92398,54.08726406097412,54.776306,22.88889
87,200.0,0.0,200.0,200.0,200.0,194.66667,11.925696,200.0,168.0,194.66666666666666,93566,54.819149017333984,53.076195,22.88889
88,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,94566,55.536691665649414,55.00194,22.88889
89,199.0,1.4142135,200.0,197.0,199.0,200.0,0.0,200.0,200.0,200.0,95566,56.14339804649353,55.018433,22.88889
90,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,96566,56.68013048171997,55.756657,22.88889
91,200.0,0.0,200.0,200.0,200.0,174.5,36.394825,200.0,115.0,174.5,97613,57.23555588722229,49.586414,22.88889
92,200.0,0.0,200.0,200.0,200.0,194.5,12.298374,200.0,167.0,194.5,98780,57.83267283439636,54.92816,22.88889
93,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,99780,58.37161707878113,55.058014,22.88889
94,200.0,0.0,200.0,200.0,200.0,196.16667,8.571594,200.0,177.0,196.16666666666666,100957,58.97833490371704,54.191765,22.88889
95,200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,101957,59.514437198638916,56.63948,22.88889
96,200.0,0.0,200.0,200.0,200.0,192.83333,10.807662,200.0,172.0,192.83333333333334,103114,60.11109280586243,52.569313,22.88889
97,200.0,0.0,200.0,200.0,200.0,187.33333,28.323526,200.0,124.0,187.33333333333334,104238,60.695748805999756,53.626606,22.88889
98,172.33333,22.454893,200.0,145.0,172.33333333333334,187.33333,26.151268,200.0,129.0,187.33333333333334,105362,61.32424187660217,53.61887,22.88889
99,200.0,0.0,200.0,200.0,200.0,187.5,27.95085,200.0,125.0,187.5,106487,61.90996551513672,54.811775,22.88889
